0.1,0.7831762492942899
0.2,0.77956488157261
0.3,0.7839142444176396
0.4,0.7791063053066403
0.5,0.7940254322450695
0.6,0.8153866174844399
0.7,0.8059805434059594
0.8,0.8226609234762999
0.9,0.8199651998114902
1.0,0.8214777338184499
1.1,0.8303188690226297
1.2,0.8289017883382694
1.3,0.8444637471049797
1.4,0.8555494532338798
1.5,0.8674495905562098
1.6,0.8770549405022188
1.7,0.8635626372605297
1.8,0.8758703755993599
1.9,0.8688526319482498
2.0,0.8871477327364795
2.1,0.8942068284272503
2.2,0.8957789042552204
2.3,0.89360583679057
2.4,0.9084080707196198
2.5,0.9117820209834898
2.6,0.9310691829019203
2.7,0.9307866939173196
2.8,0.9502208307122598
2.9,0.9560725354062701
3.0,0.9628079255595597
3.1,0.9731587540963299
3.2,0.9564521138937998
3.3,0.9709792045878499
3.4,0.9904472868468996
3.5,0.9973115713978097
3.6,1.0021892092352098
3.7,1.0078301876015203
3.8,1.0325253944025499
3.9,1.0577642037438997
4.0,1.0637009227324095
4.1,1.0573420687523793
4.2,1.0807633165177601
4.3,1.10049876261126
4.4,1.1043394140727005
4.5,1.0956252797738597
4.6,1.1271468201685293
4.7,1.1379389386934595
4.8,1.1443740891500296
4.9,1.1748899383469396
5.0,1.1715516256733496
5.1,1.1977777579194098
5.2,1.226392513163311
5.3,1.24061717083913
5.4,1.259714431525779
5.5,1.2991952238399507
5.6,1.3409058258776996
5.7,1.3447651480383498
5.8,1.3897620534012396
5.9,1.39873233886698
6.0,1.4439064265357704
6.1,1.4922986947019596
6.2,1.51414943223391
6.3,1.5720675361771606
6.4,1.6367214257883795
6.5,1.6994152300914105
6.6,1.7686127138357606
6.7,1.864548412102601
6.8,1.9757296550725203
6.9,2.10284599554587
7.0,2.2581528654170193
7.1,2.481507861851811
7.2,2.81420303626911
7.3,3.36120329610778
7.4,4.08842427620547
7.5,3.7972760904675393
7.6,1.64564787706032
7.7,0.2180822283126802
7.8,0.007335240074140003
7.9,0.00016430660263000007
8.0,0.0007839609575500001
8.1,0.00015239037537
8.2,0.00013429531915999998
8.3,0.0013358347091999992
8.4,0.0012526927529399998
8.5,0.0013057921936699992
8.6,0.0018476587449200003
8.7,0.0013437568108300004
8.8,0.00031063255391999996
8.9,0.00011041853137000014
9.0,0.0003330833295099998
9.1,0.00023089115678999998
9.2,0.00008195999199999997
9.3,0.0015807570290299992
9.4,0.0036599411560799995
9.5,0.0004925947547399999
9.6,0.0016000570985100007
9.7,0.0025961156413799994
9.8,0.00103209773319
9.9,0.0010001614055399999
